position,song,artist,genre,mood
6,vampire,Olivia Rodrigo,,
7,bad idea right?,Olivia Rodrigo,,
8,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
9,Columbia,Quevedo,,
10,Love Me Again,V,,
11,fukumean,Gunna,,
12,Super Shy,NewJeans,,
13,Sprinter,Dave & Central Cee,,
14,Rainy Days,V,,
15,MELTDOWN (feat. Drake),Travis Scott,,
16,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
17,Daylight,David Kushner,,
18,WHERE SHE GOES,Bad Bunny,,
19,As It Was,Harry Styles,,
20,Ella Baila Sola,Eslabon Armado,,
21,LADY GAGA,Peso Pluma,,
22,Flowers,Miley Cyrus,,
23,Kill Bill,SZA,,
24,MI EX TENÍA RAZÓN,KAROL G,,
25,Style,Taylor Swift,,
26,Like Crazy,Jimin,,
27,FE!N (feat. Playboi Carti),Travis Scott,,
28,Paint The Town Red,Doja Cat,,
29,Classy 101,Feid & Young Miko,,
30,I Wanna Be Yours,Arctic Monkeys,,
31,august,Taylor Swift,,
32,Blank Space,Taylor Swift,,
33,(It Goes Like) Nanana - Edit,Peggy Gou,,
34,K-POP,Travis Scott & Bad Bunny & The Weeknd,,
35,Cupid - Twin Ver.,FIFTY FIFTY,,
36,un x100to,Grupo Frontera,,
37,Anti-Hero,Taylor Swift,,
38,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
39,TULUM,Peso Pluma,,
40,I KNOW ?,Travis Scott,,
41,Primera Cita,Carin Leon,,
42,Last Night,Morgan Wallen,,
43,Calm Down (with Selena Gomez),Rema,,
44,SABOR FRESA,Fuerza Regida,,
45,TELEKINESIS (feat. SZA & Future),Travis Scott,,
46,Die For You,The Weeknd,,
47,S91,KAROL G,,
48,TQG,KAROL G,,
49,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
50,See You Again (feat. Kali Uchis),Tyler The Creator,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Cruel Summer,Taylor Swift,,
3,LALA,Myke Towers,,
4,What Was I Made For?,Billie Eilish,,
5,Dance The Night (From Barbie The Album),Dua Lipa,,
6,vampire,Olivia Rodrigo,,
7,bad idea right?,Olivia Rodrigo,,
8,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
9,Columbia,Quevedo,,
10,Love Me Again,V,,
11,fukumean,Gunna,,
12,Super Shy,NewJeans,,
13,Sprinter,Dave & Central Cee,,
14,Rainy Days,V,,
15,MELTDOWN (feat. Drake),Travis Scott,,
16,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
17,Daylight,David Kushner,,
18,WHERE SHE GOES,Bad Bunny,,
19,As It Was,Harry Styles,,
20,Ella Baila Sola,Eslabon Armado,,
21,LADY GAGA,Peso Pluma,,
22,Flowers,Miley Cyrus,,
23,Kill Bill,SZA,,
24,MI EX TENÍA RAZÓN,KAROL G,,
25,Style,Taylor Swift,,
26,Like Crazy,Jimin,,
27,FE!N (feat. Playboi Carti),Travis Scott,,
28,Paint The Town Red,Doja Cat,,
29,Classy 101,Feid & Young Miko,,
30,I Wanna Be Yours,Arctic Monkeys,,
31,august,Taylor Swift,,
32,Blank Space,Taylor Swift,,
33,(It Goes Like) Nanana - Edit,Peggy Gou,,
34,K-POP,Travis Scott & Bad Bunny & The Weeknd,,
35,Cupid - Twin Ver.,FIFTY FIFTY,,
36,un x100to,Grupo Frontera,,
37,Anti-Hero,Taylor Swift,,
38,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
39,TULUM,Peso Pluma,,
40,I KNOW ?,Travis Scott,,
41,Primera Cita,Carin Leon,,
42,Last Night,Morgan Wallen,,
43,Calm Down (with Selena Gomez),Rema,,
44,SABOR FRESA,Fuerza Regida,,
45,TELEKINESIS (feat. SZA & Future),Travis Scott,,
46,Die For You,The Weeknd,,
47,S91,KAROL G,,
48,TQG,KAROL G,,
49,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
50,See You Again (feat. Kali Uchis),Tyler The Creator,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Cruel Summer,Taylor Swift,,
3,LALA,Myke Towers,,
4,What Was I Made For?,Billie Eilish,,
5,Dance The Night (From Barbie The Album),Dua Lipa,,
6,vampire,Olivia Rodrigo,,
7,bad idea right?,Olivia Rodrigo,,
8,Columbia,Quevedo,,
9,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
10,fukumean,Gunna,,
11,Love Me Again,V,,
12,Sprinter,Dave & Central Cee,,
13,Super Shy,NewJeans,,
14,MELTDOWN (feat. Drake),Travis Scott,,
15,Daylight,David Kushner,,
16,Paint The Town Red,Doja Cat,,
17,Rainy Days,V,,
18,As It Was,Harry Styles,,
19,WHERE SHE GOES,Bad Bunny,,
20,Flowers,Miley Cyrus,,
21,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
22,MI EX TENÍA RAZÓN,KAROL G,,
23,Kill Bill,SZA,,
24,FE!N (feat. Playboi Carti),Travis Scott,,
25,Style,Taylor Swift,,
26,Like Crazy,Jimin,,
27,august,Taylor Swift,,
28,Classy 101,Feid & Young Miko,,
29,Ella Baila Sola,Eslabon Armado,,
30,LADY GAGA,Peso Pluma,,
31,(It Goes Like) Nanana - Edit,Peggy Gou,,
32,I Wanna Be Yours,Arctic Monkeys,,
33,Blank Space,Taylor Swift,,
34,K-POP,Travis Scott & Bad Bunny & The Weeknd,,
35,I KNOW ?,Travis Scott,,
36,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
37,Anti-Hero,Taylor Swift,,
38,Cupid - Twin Ver.,FIFTY FIFTY,,
39,TELEKINESIS (feat. SZA & Future),Travis Scott,,
40,Calm Down (with Selena Gomez),Rema,,
41,un x100to,Grupo Frontera,,
42,Primera Cita,Carin Leon,,
43,Die For You,The Weeknd,,
44,Last Night,Morgan Wallen,,
45,TULUM,Peso Pluma,,
46,S91,KAROL G,,
47,BESO,ROSALÍA & Rauw Alejandro,,
48,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
49,TQG,KAROL G,,
50,I'm Good (Blue),David Guetta & Bebe Rexha,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Cruel Summer,Taylor Swift,,
3,What Was I Made For?,Billie Eilish,,
4,LALA,Myke Towers,,
5,Dance The Night (From Barbie The Album),Dua Lipa,,
6,vampire,Olivia Rodrigo,,
7,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
8,Columbia,Quevedo,,
9,bad idea right?,Olivia Rodrigo,,
10,fukumean,Gunna,,
11,Sprinter,Dave & Central Cee,,
12,Paint The Town Red,Doja Cat,,
13,Super Shy,NewJeans,,
14,Love Me Again,V,,
15,MELTDOWN (feat. Drake),Travis Scott,,
16,Daylight,David Kushner,,
17,As It Was,Harry Styles,,
18,WHERE SHE GOES,Bad Bunny,,
19,Flowers,Miley Cyrus,,
20,Kill Bill,SZA,,
21,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
22,FE!N (feat. Playboi Carti),Travis Scott,,
23,Classy 101,Feid & Young Miko,,
24,MI EX TENÍA RAZÓN,KAROL G,,
25,Rainy Days,V,,
26,(It Goes Like) Nanana - Edit,Peggy Gou,,
27,Style,Taylor Swift,,
28,LADY GAGA,Peso Pluma,,
29,Like Crazy,Jimin,,
30,Ella Baila Sola,Eslabon Armado,,
31,august,Taylor Swift,,
32,I Wanna Be Yours,Arctic Monkeys,,
33,I KNOW ?,Travis Scott,,
34,Blank Space,Taylor Swift,,
35,K-POP,Travis Scott & Bad Bunny & The Weeknd,,
36,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
37,Anti-Hero,Taylor Swift,,
38,Cupid - Twin Ver.,FIFTY FIFTY,,
39,Calm Down (with Selena Gomez),Rema,,
40,TELEKINESIS (feat. SZA & Future),Travis Scott,,
41,Primera Cita,Carin Leon,,
42,un x100to,Grupo Frontera,,
43,Last Night,Morgan Wallen,,
44,TULUM,Peso Pluma,,
45,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
46,TQG,KAROL G,,
47,Die For You,The Weeknd,,
48,BESO,ROSALÍA & Rauw Alejandro,,
49,Rich Men North of Richmond,Oliver Anthony Music,,
50,I'm Good (Blue),David Guetta & Bebe Rexha,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Cruel Summer,Taylor Swift,,
3,LALA,Myke Towers,,
4,What Was I Made For?,Billie Eilish,,
5,Dance The Night (From Barbie The Album),Dua Lipa,,
6,vampire,Olivia Rodrigo,,
7,Columbia,Quevedo,,
8,Paint The Town Red,Doja Cat,,
9,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
10,fukumean,Gunna,,
11,bad idea right?,Olivia Rodrigo,,
12,Sprinter,Dave & Central Cee,,
13,Super Shy,NewJeans,,
14,Love Me Again,V,,
15,Daylight,David Kushner,,
16,WHERE SHE GOES,Bad Bunny,,
17,As It Was,Harry Styles,,
18,MELTDOWN (feat. Drake),Travis Scott,,
19,Flowers,Miley Cyrus,,
20,Classy 101,Feid & Young Miko,,
21,MI EX TENÍA RAZÓN,KAROL G,,
22,Kill Bill,SZA,,
23,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
24,LADY GAGA,Peso Pluma,,
25,FE!N (feat. Playboi Carti),Travis Scott,,
26,Ella Baila Sola,Eslabon Armado,,
27,Like Crazy,Jimin,,
28,(It Goes Like) Nanana - Edit,Peggy Gou,,
29,I Wanna Be Yours,Arctic Monkeys,,
30,Style,Taylor Swift,,
31,Rainy Days,V,,
32,august,Taylor Swift,,
33,Blank Space,Taylor Swift,,
34,I KNOW ?,Travis Scott,,
35,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
36,Anti-Hero,Taylor Swift,,
37,K-POP,Travis Scott & Bad Bunny & The Weeknd,,
38,Primera Cita,Carin Leon,,
39,Cupid - Twin Ver.,FIFTY FIFTY,,
40,QLONA,KAROL G,,
41,un x100to,Grupo Frontera,,
42,Calm Down (with Selena Gomez),Rema,,
43,Last Night,Morgan Wallen,,
44,TULUM,Peso Pluma,,
45,TELEKINESIS (feat. SZA & Future),Travis Scott,,
46,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
47,Die For You,The Weeknd,,
48,TQG,KAROL G,,
49,S91,KAROL G,,
50,BESO,ROSALÍA & Rauw Alejandro,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,LALA,Myke Towers,,
3,Cruel Summer,Taylor Swift,,
4,What Was I Made For?,Billie Eilish,,
5,Dance The Night (From Barbie The Album),Dua Lipa,,
6,Columbia,Quevedo,,
7,Paint The Town Red,Doja Cat,,
8,vampire,Olivia Rodrigo,,
9,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
10,fukumean,Gunna,,
11,Sprinter,Dave & Central Cee,,
12,bad idea right?,Olivia Rodrigo,,
13,WHERE SHE GOES,Bad Bunny,,
14,Super Shy,NewJeans,,
15,QLONA,KAROL G,,
16,Daylight,David Kushner,,
17,Flowers,Miley Cyrus,,
18,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
19,As It Was,Harry Styles,,
20,Love Me Again,V,,
21,Classy 101,Feid & Young Miko,,
22,MI EX TENÍA RAZÓN,KAROL G,,
23,Kill Bill,SZA,,
24,(It Goes Like) Nanana - Edit,Peggy Gou,,
25,LADY GAGA,Peso Pluma,,
26,Ella Baila Sola,Eslabon Armado,,
27,Like Crazy,Jimin,,
28,I Wanna Be Yours,Arctic Monkeys,,
29,Style,Taylor Swift,,
30,MELTDOWN (feat. Drake),Travis Scott,,
31,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
32,august,Taylor Swift,,
33,Anti-Hero,Taylor Swift,,
34,Blank Space,Taylor Swift,,
35,Primera Cita,Carin Leon,,
36,FE!N (feat. Playboi Carti),Travis Scott,,
37,un x100to,Grupo Frontera,,
38,TULUM,Peso Pluma,,
39,Last Night,Morgan Wallen,,
40,Cupid - Twin Ver.,FIFTY FIFTY,,
41,Rich Men North of Richmond,Oliver Anthony Music,,
42,Rainy Days,V,,
43,Calm Down (with Selena Gomez),Rema,,
44,K-POP,Travis Scott & Bad Bunny & The Weeknd,,
45,I'm Good (Blue),David Guetta & Bebe Rexha,,
46,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
47,I KNOW ?,Travis Scott,,
48,SABOR FRESA,Fuerza Regida,,
49,TQG,KAROL G,,
50,Die For You,The Weeknd,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,LALA,Myke Towers,,
3,Cruel Summer,Taylor Swift,,
4,Dance The Night (From Barbie The Album),Dua Lipa,,
5,What Was I Made For?,Billie Eilish,,
6,Paint The Town Red,Doja Cat,,
7,Columbia,Quevedo,,
8,vampire,Olivia Rodrigo,,
9,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
10,fukumean,Gunna,,
11,QLONA,KAROL G,,
12,WHERE SHE GOES,Bad Bunny,,
13,Sprinter,Dave & Central Cee,,
14,Super Shy,NewJeans,,
15,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
16,Classy 101,Feid & Young Miko,,
17,LADY GAGA,Peso Pluma,,
18,Flowers,Miley Cyrus,,
19,bad idea right?,Olivia Rodrigo,,
20,Daylight,David Kushner,,
21,As It Was,Harry Styles,,
22,(It Goes Like) Nanana - Edit,Peggy Gou,,
23,Kill Bill,SZA,,
24,Ella Baila Sola,Eslabon Armado,,
25,MI EX TENÍA RAZÓN,KAROL G,,
26,Love Me Again,V,,
27,I Wanna Be Yours,Arctic Monkeys,,
28,Like Crazy,Jimin,,
29,Style,Taylor Swift,,
30,un x100to,Grupo Frontera,,
31,Primera Cita,Carin Leon,,
32,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
33,august,Taylor Swift,,
34,TULUM,Peso Pluma,,
35,Anti-Hero,Taylor Swift,,
36,Blank Space,Taylor Swift,,
37,Cupid - Twin Ver.,FIFTY FIFTY,,
38,Last Night,Morgan Wallen,,
39,MELTDOWN (feat. Drake),Travis Scott,,
40,Calm Down (with Selena Gomez),Rema,,
41,FE!N (feat. Playboi Carti),Travis Scott,,
42,Rich Men North of Richmond,Oliver Anthony Music,,
43,SABOR FRESA,Fuerza Regida,,
44,Rainy Days,V,,
45,TQG,KAROL G,,
46,K-POP,Travis Scott & Bad Bunny & The Weeknd,,
47,Faz um Vuk Vuk (Teto Espelhado),MC Kevin o Chris & Dj Nk Da Serra,,
48,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
49,I'm Good (Blue),David Guetta & Bebe Rexha,,
50,Die For You,The Weeknd,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Cruel Summer,Taylor Swift,,
3,LALA,Myke Towers,,
4,What Was I Made For?,Billie Eilish,,
5,Dance The Night (From Barbie The Album),Dua Lipa,,
6,Paint The Town Red,Doja Cat,,
7,vampire,Olivia Rodrigo,,
8,Columbia,Quevedo,,
9,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
10,fukumean,Gunna,,
11,Super Shy,NewJeans,,
12,Sprinter,Dave & Central Cee,,
13,QLONA,KAROL G,,
14,Daylight,David Kushner,,
15,WHERE SHE GOES,Bad Bunny,,
16,Kill Bill,SZA,,
17,LADY GAGA,Peso Pluma,,
18,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
19,Love Me Again,V,,
20,bad idea right?,Olivia Rodrigo,,
21,Flowers,Miley Cyrus,,
22,As It Was,Harry Styles,,
23,Classy 101,Feid & Young Miko,,
24,(It Goes Like) Nanana - Edit,Peggy Gou,,
25,I Wanna Be Yours,Arctic Monkeys,,
26,Ella Baila Sola,Eslabon Armado,,
27,Like Crazy,Jimin,,
28,august,Taylor Swift,,
29,MI EX TENÍA RAZÓN,KAROL G,,
30,Style,Taylor Swift,,
31,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
32,Cupid - Twin Ver.,FIFTY FIFTY,,
33,un x100to,Grupo Frontera,,
34,Blank Space,Taylor Swift,,
35,Anti-Hero,Taylor Swift,,
36,Primera Cita,Carin Leon,,
37,Last Night,Morgan Wallen,,
38,MELTDOWN (feat. Drake),Travis Scott,,
39,TULUM,Peso Pluma,,
40,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,,
41,With You,AP Dhillon,,
42,FE!N (feat. Playboi Carti),Travis Scott,,
43,Rainy Days,V,,
44,Calm Down (with Selena Gomez),Rema,,
45,Die For You,The Weeknd,,
46,SABOR FRESA,Fuerza Regida,,
47,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
48,Rich Men North of Richmond,Oliver Anthony Music,,
49,K-POP,Travis Scott & Bad Bunny & The Weeknd,,
50,Starboy,The Weeknd,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Cruel Summer,Taylor Swift,,
3,LALA,Myke Towers,,
4,What Was I Made For?,Billie Eilish,,
5,Paint The Town Red,Doja Cat,,
6,Dance The Night (From Barbie The Album),Dua Lipa,,
7,vampire,Olivia Rodrigo,,
8,Columbia,Quevedo,,
9,fukumean,Gunna,,
10,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
11,QLONA,KAROL G,,
12,Sprinter,Dave & Central Cee,,
13,Super Shy,NewJeans,,
14,Daylight,David Kushner,,
15,WHERE SHE GOES,Bad Bunny,,
16,bad idea right?,Olivia Rodrigo,,
17,Kill Bill,SZA,,
18,As It Was,Harry Styles,,
19,Flowers,Miley Cyrus,,
20,(It Goes Like) Nanana - Edit,Peggy Gou,,
21,Love Me Again,V,,
22,Classy 101,Feid & Young Miko,,
23,MI EX TENÍA RAZÓN,KAROL G,,
24,LADY GAGA,Peso Pluma,,
25,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
26,I Wanna Be Yours,Arctic Monkeys,,
27,august,Taylor Swift,,
28,Like Crazy,Jimin,,
29,Ella Baila Sola,Eslabon Armado,,
30,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
31,Style,Taylor Swift,,
32,MELTDOWN (feat. Drake),Travis Scott,,
33,Anti-Hero,Taylor Swift,,
34,Blank Space,Taylor Swift,,
35,FE!N (feat. Playboi Carti),Travis Scott,,
36,Primera Cita,Carin Leon,,
37,Cupid - Twin Ver.,FIFTY FIFTY,,
38,With You,AP Dhillon,,
39,un x100to,Grupo Frontera,,
40,Last Night,Morgan Wallen,,
41,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,,
42,Rich Men North of Richmond,Oliver Anthony Music,,
43,Die For You,The Weeknd,,
44,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
45,TULUM,Peso Pluma,,
46,Calm Down (with Selena Gomez),Rema,,
47,K-POP,Travis Scott & Bad Bunny & The Weeknd,,
48,Rainy Days,V,,
49,I KNOW ?,Travis Scott,,
50,Holanda,Jhayco,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Cruel Summer,Taylor Swift,,
3,Paint The Town Red,Doja Cat,,
4,LALA,Myke Towers,,
5,What Was I Made For?,Billie Eilish,,
6,Dance The Night (From Barbie The Album),Dua Lipa,,
7,vampire,Olivia Rodrigo,,
8,Columbia,Quevedo,,
9,fukumean,Gunna,,
10,QLONA,KAROL G,,
11,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
12,Sprinter,Dave & Central Cee,,
13,Daylight,David Kushner,,
14,Super Shy,NewJeans,,
15,WHERE SHE GOES,Bad Bunny,,
16,bad idea right?,Olivia Rodrigo,,
17,Kill Bill,SZA,,
18,As It Was,Harry Styles,,
19,Flowers,Miley Cyrus,,
20,(It Goes Like) Nanana - Edit,Peggy Gou,,
21,MI EX TENÍA RAZÓN,KAROL G,,
22,Classy 101,Feid & Young Miko,,
23,LADY GAGA,Peso Pluma,,
24,Love Me Again,V,,
25,I Wanna Be Yours,Arctic Monkeys,,
26,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
27,Like Crazy,Jimin,,
28,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
29,august,Taylor Swift,,
30,Ella Baila Sola,Eslabon Armado,,
31,MELTDOWN (feat. Drake),Travis Scott,,
32,Primera Cita,Carin Leon,,
33,Style,Taylor Swift,,
34,FE!N (feat. Playboi Carti),Travis Scott,,
35,Anti-Hero,Taylor Swift,,
36,Blank Space,Taylor Swift,,
37,Calm Down (with Selena Gomez),Rema,,
38,Cupid - Twin Ver.,FIFTY FIFTY,,
39,Rich Men North of Richmond,Oliver Anthony Music,,
40,Last Night,Morgan Wallen,,
41,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
42,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,,
43,With You,AP Dhillon,,
44,Die For You,The Weeknd,,
45,un x100to,Grupo Frontera,,
46,I KNOW ?,Travis Scott,,
47,K-POP,Travis Scott & Bad Bunny & The Weeknd,,
48,Holanda,Jhayco,,
49,TULUM,Peso Pluma,,
50,I'm Good (Blue),David Guetta & Bebe Rexha,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Cruel Summer,Taylor Swift,,
3,Paint The Town Red,Doja Cat,,
4,LALA,Myke Towers,,
5,What Was I Made For?,Billie Eilish,,
6,Dance The Night (From Barbie The Album),Dua Lipa,,
7,vampire,Olivia Rodrigo,,
8,Columbia,Quevedo,,
9,fukumean,Gunna,,
10,QLONA,KAROL G,,
11,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
12,Sprinter,Dave & Central Cee,,
13,Daylight,David Kushner,,
14,Super Shy,NewJeans,,
15,WHERE SHE GOES,Bad Bunny,,
16,As It Was,Harry Styles,,
17,Kill Bill,SZA,,
18,Flowers,Miley Cyrus,,
19,bad idea right?,Olivia Rodrigo,,
20,(It Goes Like) Nanana - Edit,Peggy Gou,,
21,Classy 101,Feid & Young Miko,,
22,MI EX TENÍA RAZÓN,KAROL G,,
23,LADY GAGA,Peso Pluma,,
24,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
25,I Wanna Be Yours,Arctic Monkeys,,
26,Love Me Again,V,,
27,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
28,Like Crazy,Jimin,,
29,august,Taylor Swift,,
30,Ella Baila Sola,Eslabon Armado,,
31,Primera Cita,Carin Leon,,
32,Style,Taylor Swift,,
33,Blank Space,Taylor Swift,,
34,Anti-Hero,Taylor Swift,,
35,MELTDOWN (feat. Drake),Travis Scott,,
36,Rich Men North of Richmond,Oliver Anthony Music,,
37,FE!N (feat. Playboi Carti),Travis Scott,,
38,Calm Down (with Selena Gomez),Rema,,
39,Cupid - Twin Ver.,FIFTY FIFTY,,
40,Die For You,The Weeknd,,
41,Last Night,Morgan Wallen,,
42,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
43,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,,
44,un x100to,Grupo Frontera,,
45,Holanda,Jhayco,,
46,TULUM,Peso Pluma,,
47,I'm Good (Blue),David Guetta & Bebe Rexha,,
48,K-POP,Travis Scott & Bad Bunny & The Weeknd,,
49,Starboy,The Weeknd,,
50,I KNOW ?,Travis Scott,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Cruel Summer,Taylor Swift,,
3,Paint The Town Red,Doja Cat,,
4,LALA,Myke Towers,,
5,What Was I Made For?,Billie Eilish,,
6,Dance The Night (From Barbie The Album),Dua Lipa,,
7,vampire,Olivia Rodrigo,,
8,Columbia,Quevedo,,
9,QLONA,KAROL G,,
10,fukumean,Gunna,,
11,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
12,Sprinter,Dave & Central Cee,,
13,Daylight,David Kushner,,
14,Super Shy,NewJeans,,
15,As It Was,Harry Styles,,
16,Flowers,Miley Cyrus,,
17,Kill Bill,SZA,,
18,WHERE SHE GOES,Bad Bunny,,
19,MI EX TENÍA RAZÓN,KAROL G,,
20,Classy 101,Feid & Young Miko,,
21,(It Goes Like) Nanana - Edit,Peggy Gou,,
22,bad idea right?,Olivia Rodrigo,,
23,LADY GAGA,Peso Pluma,,
24,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
25,I Wanna Be Yours,Arctic Monkeys,,
26,august,Taylor Swift,,
27,Style,Taylor Swift,,
28,Love Me Again,V,,
29,un x100to,Grupo Frontera,,
30,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
31,Blank Space,Taylor Swift,,
32,Ella Baila Sola,Eslabon Armado,,
33,Primera Cita,Carin Leon,,
34,Anti-Hero,Taylor Swift,,
35,Rich Men North of Richmond,Oliver Anthony Music,,
36,Like Crazy,Jimin,,
37,MELTDOWN (feat. Drake),Travis Scott,,
38,Cupid - Twin Ver.,FIFTY FIFTY,,
39,Die For You,The Weeknd,,
40,Calm Down (with Selena Gomez),Rema,,
41,FE!N (feat. Playboi Carti),Travis Scott,,
42,Starboy,The Weeknd,,
43,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
44,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,,
45,Holanda,Jhayco,,
46,Last Night,Morgan Wallen,,
47,See You Again (feat. Kali Uchis),Tyler The Creator,,
48,I'm Good (Blue),David Guetta & Bebe Rexha,,
49,TULUM,Peso Pluma,,
50,K-POP,Travis Scott & Bad Bunny & The Weeknd,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Paint The Town Red,Doja Cat,,
3,Cruel Summer,Taylor Swift,,
4,LALA,Myke Towers,,
5,Dance The Night (From Barbie The Album),Dua Lipa,,
6,What Was I Made For?,Billie Eilish,,
7,QLONA,KAROL G,,
8,Used To Be Young,Miley Cyrus,,
9,Columbia,Quevedo,,
10,Single Soon,Selena Gomez,,
11,vampire,Olivia Rodrigo,,
12,fukumean,Gunna,,
13,Sprinter,Dave & Central Cee,,
14,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
15,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
16,Daylight,David Kushner,,
17,Flowers,Miley Cyrus,,
18,As It Was,Harry Styles,,
19,Super Shy,NewJeans,,
20,un x100to,Grupo Frontera,,
21,WHERE SHE GOES,Bad Bunny,,
22,MI EX TENÍA RAZÓN,KAROL G,,
23,bad idea right?,Olivia Rodrigo,,
24,(It Goes Like) Nanana - Edit,Peggy Gou,,
25,Kill Bill,SZA,,
26,Classy 101,Feid & Young Miko,,
27,LADY GAGA,Peso Pluma,,
28,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
29,I Wanna Be Yours,Arctic Monkeys,,
30,Style,Taylor Swift,,
31,Overtime,Zach Bryan,,
32,august,Taylor Swift,,
33,Blank Space,Taylor Swift,,
34,Like Crazy,Jimin,,
35,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
36,Rich Men North of Richmond,Oliver Anthony Music,,
37,Ella Baila Sola,Eslabon Armado,,
